No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),24時間,市郡区(日),District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
351,動物病院,Veterinary clinic,LK動物病院,LK Animal Hospital,LK동물병원,,蘆原区,Nowon-gu,서울 노원구 덕릉로 589,02-952-6426,,,37.650966,127.07173,3.8,0,"https://www.google.com/maps/search/?api=1&query=37.650966,127.07173",동물병원
352,動物病院,Veterinary clinic,Nコヤンイ病院,N Goyangi Clinic,N고양이병원,,蘆原区,Nowon-gu,서울 노원구 노원로 408,02-919-0075,,,37.653129,127.068131,2.7,10,"https://www.google.com/maps/search/?api=1&query=37.653129,127.068131",동물병원
353,動物病院,Veterinary clinic,N動物アングァ病院,N Animal Angwa Clinic,N동물안과병원,,蘆原区,Nowon-gu,서울 노원구 노원로 408,070-5047-1677,,https://www.namc.co.kr/,37.65313,127.068129,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.65313,127.068129",동물병원
354,動物病院,Veterinary clinic,N動物医療センター ノウォンジョム,N Animal Medical Center Nowonjeom,N동물의료센터 노원점,,蘆原区,Nowon-gu,서울 노원구 노원로 408,02-919-0075,,http://www.namc.co.kr,37.653115,127.068104,3.8,386,"https://www.google.com/maps/search/?api=1&query=37.653115,127.068104",동물병원
355,動物病院,Veterinary clinic,VIP動物医療センター ノウォンジョム,VIP Animal Medical Center Nowonjeom,VIP동물의료센터 노원점,,蘆原区,Nowon-gu,서울 노원구 동일로 1333,02-931-1333,,http://vipah.co.kr,37.647832,127.062327,,98,"https://www.google.com/maps/search/?api=1&query=37.647832,127.062327",동물병원
356,動物病院,Veterinary clinic,コリョ動物病院,Goryeo Animal Hospital,고려동물병원,,蘆原区,Nowon-gu,서울 노원구 덕릉로 738,02-3391-0075,,,37.663378,127.076221,4.6,1,"https://www.google.com/maps/search/?api=1&query=37.663378,127.076221",동물병원
357,動物病院,Veterinary clinic,コルドポピ動物病院 コンヌンジョム,Goldeupeopi Animal Hospital Gongneungjeom,골드퍼피동물병원 공릉점,,蘆原区,Nowon-gu,서울 노원구 동일로 1014,0507-1360-5956,,,37.620598,127.074945,,797,"https://www.google.com/maps/search/?api=1&query=37.620598,127.074945",동물병원
358,動物病院,Veterinary clinic,グリーン動物病院,Green Animal Hospital,그린동물병원,,蘆原区,Nowon-gu,서울 노원구 노원로 540,,,,37.661529,127.059011,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.661529,127.059011",동물병원
359,動物病院,Veterinary clinic,ナウ動物医療センター,Nau Animal Medical Center,나우동물의료센터,,蘆原区,Nowon-gu,서울 노원구 동일로 1636,02-952-9111,,,37.67438,127.055633,,96,"https://www.google.com/maps/search/?api=1&query=37.67438,127.055633",동물병원
360,動物病院,Veterinary clinic,ネギョテ動物病院,Naegyeote Animal Hospital,내곁에동물병원,,蘆原区,Nowon-gu,서울 노원구 덕릉로 753,02-952-7599,,,37.665058,127.076853,5.0,52,"https://www.google.com/maps/search/?api=1&query=37.665058,127.076853",동물병원
361,動物病院,Veterinary clinic,ノウォンバルン動物医療センター,Nowonbareun Animal Medical Center,노원바른동물의료센터,,蘆原区,Nowon-gu,서울 노원구 동일로 1598,02-936-5500,,https://blog.naver.com/nowon_barunamc,37.671056,127.0564,,30,"https://www.google.com/maps/search/?api=1&query=37.671056,127.0564",동물병원
362,動物病院,Veterinary clinic,ノウォノン動物病院,Nowonon Animal Hospital,노원온동물병원,,蘆原区,Nowon-gu,서울 노원구 노원로 456,02-6953-1445,,https://blog.naver.com/nowonon,37.65745,127.066728,,139,"https://www.google.com/maps/search/?api=1&query=37.65745,127.066728",동물병원
363,動物病院,Veterinary clinic,タクトスジョンハプ動物病院,Dakteoseujonghap Animal Hospital,닥터스종합동물병원,,蘆原区,Nowon-gu,서울 노원구 월계로 336,02-905-7588,,,37.629177,127.057826,2.3,3,"https://www.google.com/maps/search/?api=1&query=37.629177,127.057826",동물병원
364,動物病院,Veterinary clinic,タンゴゲ動物病院,Danggogae Animal Hospital,당고개동물병원,,蘆原区,Nowon-gu,서울 노원구 덕릉로 810-1,02-932-7582,,,37.669023,127.08033,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.669023,127.08033",동물병원
365,動物病院,Veterinary clinic,ロヤルベッ動物病院 ウォルギェジョム,Royalbet Animal Hospital Wolgyejeom,로얄벳동물병원 월계점,,蘆原区,Nowon-gu,서울 노원구 마들로3길 15,02-949-0995,,,37.626504,127.061969,,0,"https://www.google.com/maps/search/?api=1&query=37.626504,127.061969",동물병원
366,動物病院,Veterinary clinic,ロッデ動物病院,Rotde Animal Hospital,롯데동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로207길 17,02-973-5959,,,37.64285,127.064757,4.4,1,"https://www.google.com/maps/search/?api=1&query=37.64285,127.064757",동물병원
367,動物病院,Veterinary clinic,メイン動物病院,Mein Animal Hospital,메인동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1025,02-979-8575,,,37.621591,127.073934,2.4,3,"https://www.google.com/maps/search/?api=1&query=37.621591,127.073934",동물병원
368,動物病院,Veterinary clinic,ミレ動物病院,Mirae Animal Hospital,미래동물병원,,蘆原区,Nowon-gu,서울 노원구 공릉로 168,02-949-5975,,,37.624969,127.079948,4.0,2,"https://www.google.com/maps/search/?api=1&query=37.624969,127.079948",동물병원
369,動物病院,Veterinary clinic,ペリグッ動物病院,Berigut Animal Hospital,베리굿동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로203가길 29,02-6959-7988,,,37.639876,127.064284,4.4,76,"https://www.google.com/maps/search/?api=1&query=37.639876,127.064284",동물병원
370,動物病院,Veterinary clinic,ピョルビッ動物病院,Byeolbit Animal Hospital,별빛동물병원,,蘆原区,Nowon-gu,서울 노원구 덕릉로127길 25,0502-5552-9151,,,37.671577,127.08119,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.671577,127.08119",동물병원
371,動物病院,Veterinary clinic,プラウン動物病院,Beuraun Animal Hospital,브라운동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로203가길 29,,,,37.639816,127.064396,1.0,3,"https://www.google.com/maps/search/?api=1&query=37.639816,127.064396",동물병원
372,動物病院,Veterinary clinic,ソジョン動物病院,Seojeong Animal Hospital,서정동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1640,02-930-7161,,,37.674636,127.055566,5.0,3,"https://www.google.com/maps/search/?api=1&query=37.674636,127.055566",동물병원
373,動物病院,Veterinary clinic,ス動物病院,Su Animal Hospital,수동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1689,,,,37.679071,127.05488,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.679071,127.05488",동물병원
374,動物病院,Veterinary clinic,スラク動物病院,Surak Animal Hospital,수락동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1622,02-938-8575,,,37.672886,127.055996,4.3,144,"https://www.google.com/maps/search/?api=1&query=37.672886,127.055996",동물병원
375,動物病院,Veterinary clinic,スピア動物病院,Supia Animal Hospital,수피아동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로192길 87,02-971-7511,,,37.627645,127.077587,,0,"https://www.google.com/maps/search/?api=1&query=37.627645,127.077587",동물병원
376,動物病院,Veterinary clinic,スマイルプルロス 動物病院,Seumailpeulleoseu Animal Hospital,스마일플러스 동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1051,02-976-7582,,,37.623766,127.073272,4.1,2,"https://www.google.com/maps/search/?api=1&query=37.623766,127.073272",동물병원
377,動物病院,Veterinary clinic,スマート動物病院 ノウォンジョム,Seu Mart Animal Hospital Nowonjeom,스마트동물병원 노원점,,蘆原区,Nowon-gu,서울 노원구 노원로 470,02-952-7582,,http://blog.naver.com/nwsmart,37.658433,127.065749,4.8,5,"https://www.google.com/maps/search/?api=1&query=37.658433,127.065749",동물병원
378,動物病院,Veterinary clinic,シマ動物病院,Sima Animal Hospital,시마동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1362,02-908-7585,,http://blog.naver.com/vmdjh,37.65025,127.062177,5.0,7,"https://www.google.com/maps/search/?api=1&query=37.65025,127.062177",동물병원
379,動物病院,Veterinary clinic,エンジェル動物病院,Enjel Animal Hospital,엔젤동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1104,,,,37.62847,127.071904,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.62847,127.071904",동물병원
380,動物病院,Veterinary clinic,ウリドル動物チョンハプ病院,Urideul Animal Jonghap Clinic,우리들동물종합병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1280,,,,37.643037,127.065423,4.3,9,"https://www.google.com/maps/search/?api=1&query=37.643037,127.065423",동물병원
381,動物病院,Veterinary clinic,ウソル動物病院,Usol Animal Hospital,우솔동물병원,,蘆原区,Nowon-gu,서울 노원구 화랑로 349,02-973-7588,,,37.615394,127.066658,4.1,4,"https://www.google.com/maps/search/?api=1&query=37.615394,127.066658",동물병원
382,動物病院,Veterinary clinic,ウェルリス動物病院,Welliseu Animal Hospital,웰니스동물병원,,蘆原区,Nowon-gu,서울 노원구 마들로3길 15,02-949-0975,,,37.626771,127.061331,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.626771,127.061331",동물병원
383,動物病院,Veterinary clinic,ウェルリス動物病院,Welliseu Animal Hospital,웰리스동물병원,,蘆原区,Nowon-gu,서울 노원구 섬밭로 258,02-978-4775,,http://pf.kakao.com/_sxkHxlb,37.638675,127.064851,,39,"https://www.google.com/maps/search/?api=1&query=37.638675,127.064851",동물병원
384,動物病院,Veterinary clinic,ユリム動物病院,Yurim Animal Hospital,유림동물병원,,蘆原区,Nowon-gu,서울 노원구 월계로45길 28,,,,37.626783,127.051162,5.0,2,"https://www.google.com/maps/search/?api=1&query=37.626783,127.051162",동물병원
385,動物病院,Veterinary clinic,ウンマロ動物病院,Eunmaro Animal Hospital,은마로동물병원,,蘆原区,Nowon-gu,서울 노원구 한글비석로 363,02-931-1575,,,37.658012,127.074515,4.0,1,"https://www.google.com/maps/search/?api=1&query=37.658012,127.074515",동물병원
386,動物病院,Veterinary clinic,ウンビッ動物病院,Eunbit Animal Hospital,은빛동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1649,02-932-6658,,,37.675658,127.055068,,0,"https://www.google.com/maps/search/?api=1&query=37.675658,127.055068",동물병원
387,動物病院,Veterinary clinic,イエンバク動物病院,Iaenbak Animal Hospital,이앤박동물병원,,蘆原区,Nowon-gu,서울 노원구 한글비석로52길 18,02-939-6898,,http://blog.naver.com/liven12,37.665316,127.066571,4.3,5,"https://www.google.com/maps/search/?api=1&query=37.665316,127.066571",동물병원
388,動物病院,Veterinary clinic,チュンギェイオ動物病院,Junggyeio Animal Hospital,중계이오동물병원,,蘆原区,Nowon-gu,서울 노원구 한글비석로 245,,,,37.649395,127.076379,3.0,0,"https://www.google.com/maps/search/?api=1&query=37.649395,127.076379",동물병원
389,動物病院,Veterinary clinic,チャム動物病院,Cham Animal Hospital,참동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1530,,,,37.665039,127.058034,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.665039,127.058034",동물병원
390,動物病院,Veterinary clinic,チャムサラン動物病院,Chamsarang Animal Hospital,참사랑동물병원,,蘆原区,Nowon-gu,서울 노원구 한글비석로 272,,,,37.651748,127.077578,,0,"https://www.google.com/maps/search/?api=1&query=37.651748,127.077578",동물병원
391,動物病院,Veterinary clinic,キウム動物病院,Kium Animal Hospital,키움동물병원,,蘆原区,Nowon-gu,서울 노원구 노원로1길 9,02-949-7582,,,37.622193,127.086392,4.9,1,"https://www.google.com/maps/search/?api=1&query=37.622193,127.086392",동물병원
392,動物病院,Veterinary clinic,ペッガーデン,Pet Garden,펫가든,,蘆原区,Nowon-gu,서울 노원구 노원로 330,02-951-7707,,,37.646758,127.070949,,0,"https://www.google.com/maps/search/?api=1&query=37.646758,127.070949",동물병원
393,動物病院,Veterinary clinic,ハンガン動物病院,Hangang Animal Hospital,한강동물병원,,蘆原区,Nowon-gu,서울 노원구 노원로34길 116,02-952-8275,,,37.664121,127.066344,,0,"https://www.google.com/maps/search/?api=1&query=37.664121,127.066344",동물병원
394,動物病院,Veterinary clinic,ハングク動物アムセンター,Hanguk Animal Am Center,한국동물암센터,,蘆原区,Nowon-gu,서울 노원구 노원로 408,,,,37.653157,127.068078,,0,"https://www.google.com/maps/search/?api=1&query=37.653157,127.068078",동물병원
395,動物病院,Veterinary clinic,ハンビッジョンハプ動物病院,Hanbitjonghap Animal Hospital,한빛종합동물병원,,蘆原区,Nowon-gu,서울 노원구 동일로 1370,02-951-7582,,,37.650913,127.061846,,1,"https://www.google.com/maps/search/?api=1&query=37.650913,127.061846",동물병원
396,動物病院,Veterinary clinic,ファラン動物病院,Hwarang Animal Hospital,화랑동물병원,,蘆原区,Nowon-gu,서울 노원구 화랑로 473,02-949-7512,,,37.619282,127.079651,3.7,1,"https://www.google.com/maps/search/?api=1&query=37.619282,127.079651",동물병원
397,動物病院,Veterinary clinic,24時間ヂルライト 動物医療センター,24 Sidillaiteu Animal Medical Center,24시딜라이트 동물의료센터,はい/Yes,道峰区,Dobong-gu,서울 도봉구 도봉로 578,02-904-1004,,,37.656294,127.039703,,510,"https://www.google.com/maps/search/?api=1&query=37.656294,127.039703",동물병원
398,動物病院,Veterinary clinic,365動物病院,365 Animal Hospital,365동물병원,,道峰区,Dobong-gu,서울 도봉구 방학로 54,02-6402-0365,,https://blog.naver.com/365ah,37.662976,127.046355,3.6,4,"https://www.google.com/maps/search/?api=1&query=37.662976,127.046355",동물병원
399,動物病院,Veterinary clinic,カナ動物病院,Gana Animal Hospital,가나동물병원,,道峰区,Dobong-gu,서울 도봉구 방학로 162,02-3491-4748,,,37.662696,127.034116,4.0,1,"https://www.google.com/maps/search/?api=1&query=37.662696,127.034116",동물병원
400,動物病院,Veterinary clinic,キムミギョン動物病院,Gimmigyeong Animal Hospital,김미경동물병원,,道峰区,Dobong-gu,서울 도봉구 마들로 664,02-955-6530,,https://blog.naver.com/mkjh5747,37.669429,127.046459,,184,"https://www.google.com/maps/search/?api=1&query=37.669429,127.046459",동물병원
401,動物病院,Veterinary clinic,トダム動物病院,Dodam Animal Hospital,도담동물병원,,道峰区,Dobong-gu,서울 도봉구 도봉로 875,,,,37.682679,127.04556,1.0,0,"https://www.google.com/maps/search/?api=1&query=37.682679,127.04556",동물병원
402,動物病院,Veterinary clinic,動物病院ピアチュ,Animal Hospital Biacheu,동물병원비아츠,,道峰区,Dobong-gu,서울 도봉구 우이천로 446-3,02-999-7582,,,37.653185,127.017109,4.5,160,"https://www.google.com/maps/search/?api=1&query=37.653185,127.017109",동물병원
403,動物病院,Veterinary clinic,トゥルリ動物病院,Dulli Animal Hospital,둘리동물병원,,道峰区,Dobong-gu,서울 도봉구 도봉로 502,02-993-0075,,,37.650084,127.035862,4.2,10,"https://www.google.com/maps/search/?api=1&query=37.650084,127.035862",동물병원
404,動物病院,Veterinary clinic,パンハク動物ウェグァセンター,Banghak Animal Oegwa Center,방학동물외과센터,,道峰区,Dobong-gu,서울 도봉구 도봉로 723,02-3494-0075,,,37.669097,127.043207,1.0,0,"https://www.google.com/maps/search/?api=1&query=37.669097,127.043207",동물병원
405,動物病院,Veterinary clinic,パンハク動物チョンハプ病院,Banghak Animal Jonghap Clinic,방학동물종합병원,,道峰区,Dobong-gu,서울 도봉구 도봉로 723,02-3494-0075,,,37.669031,127.043213,2.0,3,"https://www.google.com/maps/search/?api=1&query=37.669031,127.043213",동물병원
406,動物病院,Veterinary clinic,ピョルラン動物病院,Byeollan Animal Hospital,별난동물병원,,道峰区,Dobong-gu,서울 도봉구 도봉로 603,,,,37.658609,127.040297,4.8,0,"https://www.google.com/maps/search/?api=1&query=37.658609,127.040297",동물병원
407,動物病院,Veterinary clinic,ポドム動物病院,Bodeum Animal Hospital,보듬동물병원,,道峰区,Dobong-gu,서울 도봉구 해등로 255,02-6954-7544,,https://blog.naver.com/bodeumah_,37.657529,127.028087,3.7,2,"https://www.google.com/maps/search/?api=1&query=37.657529,127.028087",동물병원
408,動物病院,Veterinary clinic,ピッガオン動物病院,Bitgaon Animal Hospital,빛가온동물병원,,道峰区,Dobong-gu,서울 도봉구 마들로 695,,,,37.672191,127.046369,,0,"https://www.google.com/maps/search/?api=1&query=37.672191,127.046369",동물병원
409,動物病院,Veterinary clinic,サランヘヨ動物病院,Saranghaeyo Animal Hospital,사랑해요동물병원,,道峰区,Dobong-gu,서울 도봉구 시루봉로 59,02-907-7512,,,37.656196,127.027742,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.656196,127.027742",동물병원
410,動物病院,Veterinary clinic,サムソン動物チョンハプ病院,Samseong Animal Jonghap Clinic,삼성동물종합병원,,道峰区,Dobong-gu,서울 도봉구 도봉로 499,02-902-7582,,,37.650139,127.035314,3.3,3,"https://www.google.com/maps/search/?api=1&query=37.650139,127.035314",동물병원
411,動物病院,Veterinary clinic,シンチャン動物病院,Sinchang Animal Hospital,신창동물병원,,道峰区,Dobong-gu,서울 도봉구 덕릉로 230,,,,37.638263,127.038019,3.5,1,"https://www.google.com/maps/search/?api=1&query=37.638263,127.038019",동물병원
412,動物病院,Veterinary clinic,アイジョウン動物病院,Aijoeun Animal Hospital,아이조은동물병원,,道峰区,Dobong-gu,서울 도봉구 해등로26길 7,02-900-7555,,https://blog.naver.com/ijoeunah,37.658436,127.032606,4.2,2,"https://www.google.com/maps/search/?api=1&query=37.658436,127.032606",동물병원
413,動物病院,Veterinary clinic,ユヒョン動物病院,Yuhyeon Animal Hospital,유현동물병원,,道峰区,Dobong-gu,서울 도봉구 방학로 187,02-955-2882,,,37.66195,127.031412,1.0,0,"https://www.google.com/maps/search/?api=1&query=37.66195,127.031412",동물병원
414,動物病院,Veterinary clinic,テイル動物チグァ病院,Taeil Animal Chigwa Clinic,태일동물치과병원,,道峰区,Dobong-gu,서울 도봉구 해등로 184,02-997-0075,,http://taeilanimaldentistry.com/,37.657916,127.03641,4.7,8,"https://www.google.com/maps/search/?api=1&query=37.657916,127.03641",동물병원
415,動物病院,Veterinary clinic,トウィンス動物病院,Teuwinseu Animal Hospital,트윈스동물병원,,道峰区,Dobong-gu,서울 도봉구 도봉로110다길 20,02-906-7575,,,37.645361,127.033703,3.2,0,"https://www.google.com/maps/search/?api=1&query=37.645361,127.033703",동물병원
416,動物病院,Veterinary clinic,ピュリナ動物病院,Pyurina Animal Hospital,퓨리나동물병원,,道峰区,Dobong-gu,서울 도봉구 도봉로 469,,,,37.647617,127.033695,3.5,0,"https://www.google.com/maps/search/?api=1&query=37.647617,127.033695",동물병원
417,動物病院,Veterinary clinic,ハビ動物病院,Habi Animal Hospital,하비동물병원,,道峰区,Dobong-gu,서울 도봉구 노해로65길 14,0503-7153-6604,,http://blog.naver.com/habianimal,37.652034,127.046523,,16,"https://www.google.com/maps/search/?api=1&query=37.652034,127.046523",동물병원
418,動物病院,Veterinary clinic,ハンビッ動物病院,Hanbit Animal Hospital,한빛동물병원,,道峰区,Dobong-gu,서울 도봉구 덕릉로 256,,,,37.640198,127.039805,4.1,0,"https://www.google.com/maps/search/?api=1&query=37.640198,127.039805",동물병원
419,動物病院,Veterinary clinic,ヘボム動物病院,Haebom Animal Hospital,해봄동물병원,,道峰区,Dobong-gu,서울 도봉구 도봉로180길 28,,,http://blog.naver.com/bowwows,37.682902,127.047464,4.8,3,"https://www.google.com/maps/search/?api=1&query=37.682902,127.047464",동물병원
420,動物病院,Veterinary clinic,ヒョンデジョンハプ動物病院,Hyeondaejonghap Animal Hospital,현대종합동물병원,,道峰区,Dobong-gu,서울 도봉구 도봉로 669,02-3491-8000,,,37.664466,127.042411,3.1,0,"https://www.google.com/maps/search/?api=1&query=37.664466,127.042411",동물병원
421,動物病院,Veterinary clinic,ファシン動物病院,Hwasin Animal Hospital,화신동물병원,,道峰区,Dobong-gu,서울 도봉구 도당로 63,02-3491-7060,,,37.663787,127.034686,3.7,0,"https://www.google.com/maps/search/?api=1&query=37.663787,127.034686",동물병원
422,動物病院,Veterinary clinic,24時間 ルシード動物メディカルセンター トンデムンジョム,24h Ru Seed Animal Medical Center Dongdaemunjeom,24시 루시드동물메디컬센터 동대문점,はい/Yes,東大門区,Dongdaemun-gu,서울 동대문구 전농로 57-1,02-6217-0202,,http://www.lucidamc.co.kr,37.57012,127.05692,4.4,114,"https://www.google.com/maps/search/?api=1&query=37.57012,127.05692",동물병원
423,動物病院,Veterinary clinic,VIP動物医療センター トンデムンジョム,VIP Animal Medical Center Dongdaemunjeom,VIP동물의료센터 동대문점,,東大門区,Dongdaemun-gu,서울 동대문구 한천로14길 87,02-2215-7522,,http://www.vipah.co.kr,37.566347,127.067552,,165,"https://www.google.com/maps/search/?api=1&query=37.566347,127.067552",동물병원
424,動物病院,Veterinary clinic,クレンド動物病院,Geuraendeu Animal Hospital,그랜드동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 전농로 77,02-2214-6129,,,37.571768,127.057108,4.3,0,"https://www.google.com/maps/search/?api=1&query=37.571768,127.057108",동물병원
425,動物病院,Veterinary clinic,グリーン動物病院,Green Animal Hospital,그린동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 정릉천동로 58,,,,37.57698,127.035764,,0,"https://www.google.com/maps/search/?api=1&query=37.57698,127.035764",동물병원
426,動物病院,Veterinary clinic,ニュウォルド動物病院,Nyuwoldeu Animal Hospital,뉴월드동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 한천로 94,02-2212-5233,,https://blog.naver.com/shinks1122,37.569625,127.064526,4.3,130,"https://www.google.com/maps/search/?api=1&query=37.569625,127.064526",동물병원
427,動物病院,Veterinary clinic,トケイ動物病院,Deokei Animal Hospital,더케이동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 답십리로 140,,,,37.572491,127.055599,4.1,3,"https://www.google.com/maps/search/?api=1&query=37.572491,127.055599",동물병원
428,動物病院,Veterinary clinic,チアク動物病院,Diakeu Animal Hospital,디아크동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 홍릉로 64-1,,,,37.585953,127.043549,1.0,0,"https://www.google.com/maps/search/?api=1&query=37.585953,127.043549",동물병원
429,動物病院,Veterinary clinic,ッタンコン動物病院,Ttangkong Animal Hospital,땅콩동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 답십리로 224-1,02-3394-7075,,,37.572591,127.06528,4.8,8,"https://www.google.com/maps/search/?api=1&query=37.572591,127.06528",동물병원
430,動物病院,Veterinary clinic,マクウン動物病院,Makeun Animal Hospital,맑은동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 청계천로 417,02-2234-1379,,,37.572007,127.023906,5.0,2,"https://www.google.com/maps/search/?api=1&query=37.572007,127.023906",동물병원
431,動物病院,Veterinary clinic,パロン動物医療センター,Baron Animal Medical Center,바론동물의료센터,,東大門区,Dongdaemun-gu,서울 동대문구 이문로 136,02-965-0075,https://www.instagram.com/baronamc/,,37.598487,127.061896,4.7,75,"https://www.google.com/maps/search/?api=1&query=37.598487,127.061896",동물병원
432,動物病院,Veterinary clinic,パクチョルファン動物病院,Bakcheolhwan Animal Hospital,박철환동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 사가정로 221,02-2244-7479,,,37.578917,127.069714,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.578917,127.069714",동물병원
433,動物病院,Veterinary clinic,ポムボム動物病院,Bombom Animal Hospital,봄봄동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 회기로18길 46,02-969-7579,,https://blog.naver.com/bombomah,37.590328,127.054086,4.6,58,"https://www.google.com/maps/search/?api=1&query=37.590328,127.054086",동물병원
434,動物病院,Veterinary clinic,スマート動物病院 トンデムンジョム,Seu Mart Animal Hospital Dongdaemunjeom,스마트동물병원 동대문점,,東大門区,Dongdaemun-gu,서울 동대문구 한천로 164,02-2242-0175,,http://blog.naver.com/smartddm,37.575512,127.067678,,448,"https://www.google.com/maps/search/?api=1&query=37.575512,127.067678",동물병원
435,動物病院,Veterinary clinic,シムジェウン動物病院,Simjaeung Animal Hospital,심재웅동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 망우로 120,02-2244-7755,,,37.591104,127.06651,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.591104,127.06651",동물병원
436,動物病院,Veterinary clinic,アッチ動物病院,Atti Animal Hospital,아띠동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 사가정로 51,02-6242-8275,,http://blog.naver.com/attiah,37.573714,127.052367,3.2,0,"https://www.google.com/maps/search/?api=1&query=37.573714,127.052367",동물병원
437,動物病院,Veterinary clinic,アイラン動物病院,Airang Animal Hospital,아이랑동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 이문로35길 12,02-2039-7676,https://www.instagram.com/irangah_2025/,,37.600574,127.061812,5.0,113,"https://www.google.com/maps/search/?api=1&query=37.600574,127.061812",동물병원
438,動物病院,Veterinary clinic,アイウォン動物病院,Aiwon Animal Hospital,아이원동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 전농로 80,02-2217-8930,,https://blog.naver.com/carevet,37.572,127.057578,,3,"https://www.google.com/maps/search/?api=1&query=37.572,127.057578",동물병원
439,動物病院,Veterinary clinic,アインス動物病院,Ainseu Animal Hospital,아인스동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 장한로 44,02-2213-0075,,,37.565072,127.067369,4.6,2,"https://www.google.com/maps/search/?api=1&query=37.565072,127.067369",동물병원
440,動物病院,Veterinary clinic,アナム動物病院,Anam Animal Hospital,안암동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 안암로 40,,,,37.58057,127.026799,3.4,0,"https://www.google.com/maps/search/?api=1&query=37.58057,127.026799",동물병원
441,動物病院,Veterinary clinic,エニケオ動物病院,Aenikeeo Animal Hospital,애니케어동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 이문로 80,,,,37.594041,127.058862,4.5,0,"https://www.google.com/maps/search/?api=1&query=37.594041,127.058862",동물병원
442,動物病院,Veterinary clinic,エル動物病院,El Animal Hospital,엘동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 고산자로 391,02-3295-3927,https://www.instagram.com/el_animal_salon/#,,37.574553,127.037887,4.0,0,"https://www.google.com/maps/search/?api=1&query=37.574553,127.037887",동물병원
443,動物病院,Veterinary clinic,イジュ動物病院,Ijeu Animal Hospital,이즈동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 이문로35길 12,02-2138-0514,,https://blog.naver.com/easevet0219,37.601875,127.061795,5.0,345,"https://www.google.com/maps/search/?api=1&query=37.601875,127.061795",동물병원
444,動物病院,Veterinary clinic,チャンピョンジョンハプ動物病院,Jangpyeongjonghap Animal Hospital,장평종합동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 장한로 139,02-2215-2022,,,37.572796,127.071367,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.572796,127.071367",동물병원
445,動物病院,Veterinary clinic,チェヨン動物病院,Jeyeon Animal Hospital,제연동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 답십리로 77,02-2242-7975,,,37.575033,127.049632,4.7,1,"https://www.google.com/maps/search/?api=1&query=37.575033,127.049632",동물병원
446,動物病院,Veterinary clinic,チュジュ動物病院,Juju Animal Hospital,주주동물병원,,東大門区,Dongdaemun-gu,서울 동대문구 사가정로 121,02-2244-1081,,,37.577863,127.058474,4.8,1,"https://www.google.com/maps/search/?api=1&query=37.577863,127.058474",동물병원
